,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6056,0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,737,5049,0
6057,1,0,0,0,19,1,0,0,0,0,0,2,2,0,0,1,1,574,2610,0
6058,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,323,1645,0
6059,0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,248,3348,0
6060,0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,1037,1997,0
6061,0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,366,2863,0
6062,0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,783,4894,0
6063,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,13,3073,0
6064,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,311,152,1
6065,1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,92,3223,0
6066,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,1187,773,1
6067,1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,195,1042,0
6068,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,296,1564,1
6069,1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,841,5170,0
6070,1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,920,5389,0
6071,1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,1386,6346,0
6072,0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,5,1006,0
6073,0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,90,3310,0
6074,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,62,45,1
6075,0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,626,1948,0
6076,0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,570,4822,0
6077,0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,1528,6171,0
6078,0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,1096,5361,0
6079,0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,441,3018,0
6080,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,139,73,1
6081,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,372,186,0
6082,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,1303,5855,1
6083,1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,80,3264,0
6084,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,1188,4600,0
6085,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,389,673,1
6086,1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,713,5014,0
6087,1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,241,2497,0
6088,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,467,227,1
6089,0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,1105,459,1
6090,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,1341,6225,0
6091,1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,1032,697,1
6092,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,1173,6152,0
6093,0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,334,4510,0
6094,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,40,2840,0
6095,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,22,271,0
6096,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,719,300,0
6097,1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,920,5727,0
6098,1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,825,3265,0
6099,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,86,3541,0
6100,0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,0,1262,4317,1
6101,0,1,0,0,69,1,2,1,2,0,2,2,2,2,2,0,1,1474,6328,0
6102,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,995,5598,0
6103,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,24,1122,0
6104,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,70,501,0
6105,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,1491,5794,1
6106,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,461,554,1
6107,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,28,21,0
6108,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,95,1557,0
6109,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,442,516,0
6110,0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,539,2667,0
6111,0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,0,0,972,4652,0
6112,0,1,1,1,66,1,2,1,0,2,2,0,2,2,1,1,2,1373,6172,0
6113,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,813,3290,0
6114,1,0,0,0,8,1,0,0,0,2,0,2,2,0,0,1,2,658,1639,0
6115,0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,1,1459,6418,0
6116,0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,784,4679,0
6117,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,15,3150,0
6118,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,1580,6524,0
6119,0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,405,2017,0
6120,1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,532,1289,0
6121,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19,708,0
6122,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20,1093,0
6123,1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,1159,5869,0
6124,0,0,1,1,57,1,0,0,2,0,2,2,0,0,1,1,3,530,4521,0
6125,1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,1323,3003,1
6126,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,1206,3501,1
6127,0,0,1,0,56,1,2,1,2,2,2,0,2,2,1,0,0,1465,5880,0
6128,0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,862,2652,0
6129,1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,240,3728,0
6130,0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,626,4783,0
6131,0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,1189,5143,1
6132,0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,427,4676,0
6133,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,90,184,0
6134,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,299,1082,0
6135,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,1529,6481,0
6136,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,34,2291,0
6137,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,1,436,1030,1
6138,1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,0,0,972,5643,0
6139,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,33,197,0
6140,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,28,238,0
6141,1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,1359,5635,1
6142,0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,381,3855,1
6143,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,36,2377,0
6144,1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,1093,3732,0
6145,0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,443,4697,0
6146,0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,1271,3968,1
6147,0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,1263,4826,0
6148,0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,663,5188,0
6149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,109,69,0
6150,1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,1114,4274,0
6151,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,735,1918,1
6152,0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,1152,3292,1
6153,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,48,2877,0
6154,0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,1454,6385,0
6155,1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,16,591,1
6156,0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,1011,3844,0
6157,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,26,267,1
6158,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,22,80,0
6159,0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,39,106,0
6160,0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,1086,4550,0
6161,1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,794,1672,0
6162,0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,365,4296,0
6163,0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,1075,3338,0
6164,1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,810,4627,0
6165,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,728,1118,0
6166,0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,1359,4498,1
6167,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,1094,4971,0
6168,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,885,382,1
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,303,144,1
6170,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,17,10,0
6171,0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,1068,5545,0
6172,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,717,1896,1
6173,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,1113,4462,0
6174,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,138,574,1
6175,1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,1,2,1109,4369,0
6176,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,857,4561,1
6177,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,445,827,1
6178,0,1,1,0,54,1,0,2,1,1,1,1,1,1,2,1,3,8,2514,0
6179,0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,1191,2458,1
6180,0,1,0,0,66,1,2,1,2,0,0,0,2,2,2,1,0,1325,6026,0
6181,1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,1,2,1279,5932,0
6182,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,1067,6033,0
6183,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,445,3934,0
6184,1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,473,3880,0
6185,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,1354,5495,0
6186,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,1485,5514,1
6187,1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,32,737,0
6188,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,30,1294,0
6189,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,1131,6076,0
6190,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,910,400,1
6191,0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,472,4001,0
6192,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,801,2910,0
6193,0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,1358,2917,0
6194,0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,1,0,968,5718,0
6195,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,757,1154,1
6196,1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,1470,6320,0
6197,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,406,2307,1
6198,1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,1,102,1846,0
6199,1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,1084,4812,1
6200,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19,2799,0
6201,0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,0,2,914,1331,0
6202,1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,852,3343,1
6203,0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,1377,6267,0
6204,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,95,1227,0
6205,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,1193,4873,1
6206,1,0,1,0,52,1,2,1,0,2,0,2,0,2,0,1,1,1201,5445,0
6207,1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,995,4877,1
6208,1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,916,5319,0
6209,1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,1,3,89,2116,0
6210,0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,454,2865,0
6211,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,1010,1542,1
6212,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,391,1951,0
6213,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,32,1351,0
6214,1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,3,30,2218,0
6215,0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,1247,1722,1
6216,1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,746,5016,0
6217,1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,1,1,929,5393,0
6218,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,513,4953,0
6219,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,106,66,1
6220,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,433,1640,0
6221,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,0,21,1546,0
6222,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,1081,5827,0
6223,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,695,1617,1
6224,1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,0,979,5050,0
6225,1,0,1,1,72,1,2,1,2,2,2,2,2,0,2,1,1,1397,6350,0
6226,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,3,107,3373,0
6227,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,326,399,1
6228,1,0,0,1,70,1,2,0,2,2,0,2,0,0,1,0,0,627,5178,0
6229,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,1,1004,5927,0
6230,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,30,23,0
6231,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,3,835,362,1
6232,0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,1291,1625,1
6233,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,43,237,0
6234,1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,98,3178,0
6235,1,1,1,1,22,0,1,0,2,0,0,0,0,2,0,0,3,243,2281,1
6236,1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,1293,4517,0
6237,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,714,295,1
6238,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,0,0,787,4848,0
6239,1,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,2,1269,6283,0
6240,1,0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,1154,473,1
6241,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,359,748,1
6242,0,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,1422,6374,0
6243,0,0,1,1,72,1,2,0,2,2,2,0,2,2,2,1,1,967,5816,0
6244,1,1,1,0,54,1,2,1,0,0,2,0,2,2,0,1,1,1262,5525,0
6245,0,0,1,0,59,1,2,0,0,2,0,2,2,2,1,1,2,902,5240,0
6246,1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,634,4641,0
6247,1,0,0,0,60,1,2,1,0,0,2,0,2,0,2,1,2,1084,5494,0
6248,0,0,1,0,60,0,1,0,0,2,2,2,2,2,2,0,1,559,4689,0
6249,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,797,888,0
6250,0,0,1,0,69,1,2,1,2,0,0,0,2,2,2,0,0,1264,6164,0
6251,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,14,8,0
6252,1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,233,3730,0
6253,0,0,0,0,56,0,1,0,0,0,0,0,2,2,0,1,1,302,4097,0
6254,0,0,1,0,60,1,0,1,2,0,0,2,2,2,2,1,2,1230,5660,0
6255,1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,1479,6364,0
6256,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,190,92,1
6257,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,768,326,1
6258,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,27,159,0
6259,1,0,1,1,60,1,0,0,0,2,0,2,2,2,2,0,0,845,5173,0
6260,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,197,1492,0
6261,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,38,2914,0
6262,0,0,0,0,45,1,2,1,2,2,0,0,0,2,1,0,0,1222,5112,0
6263,0,0,0,0,25,0,1,0,0,0,2,2,2,2,1,0,2,443,3107,0
6264,1,0,0,0,44,1,0,1,0,0,2,2,2,2,2,0,0,1283,5089,0
6265,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,310,336,0
6266,1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,972,4189,1
6267,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,717,298,1
6268,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,46,1493,0
6269,0,0,0,0,35,0,1,0,0,0,2,2,0,0,0,1,3,167,2728,0
6270,0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,33,1720,0
6271,1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,1,2,1013,3870,0
6272,1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,1,2,563,4525,0
6273,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,728,641,1
6274,1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,1,2,1033,5373,0
6275,1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,703,5020,0
6276,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,36,1240,0
6277,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,36,85,1
6278,0,0,1,0,70,1,2,1,0,0,2,2,2,2,2,1,0,1361,6259,0
6279,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,304,2349,0
6280,0,0,0,1,23,1,0,0,0,0,0,2,0,0,1,1,2,365,2647,0
6281,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,41,564,0
6282,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,20,278,0
6283,0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,1261,1102,1
6284,0,0,0,0,23,1,2,1,0,0,0,0,2,2,0,1,2,1158,3948,0
6285,1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,450,3008,0
6286,0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,30,726,0
6287,1,0,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,974,3891,1
6288,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,889,652,0
6289,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,1561,6398,1
6290,0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,1162,6062,1
6291,0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,897,5281,0
6292,1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,1281,4800,0
6293,1,0,0,1,21,1,0,2,1,1,1,1,1,1,2,0,3,21,1371,0
6294,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,23,16,1
6295,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,33,2508,0
6296,0,1,1,0,31,0,1,0,2,2,2,0,0,2,1,1,1,384,3297,0
6297,0,0,1,1,64,1,2,1,2,2,2,2,2,2,1,0,2,1521,6265,0
6298,1,0,1,1,46,1,2,1,0,2,0,0,0,0,0,1,0,900,4767,0
6299,0,0,0,0,52,1,2,0,0,0,2,2,2,2,2,1,0,919,5017,0
6300,0,0,1,1,67,1,2,2,1,1,1,1,1,1,2,1,3,90,3397,0
6301,0,1,0,0,67,1,2,0,0,2,0,0,0,0,0,0,2,457,4748,0
6302,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,818,1409,1
6303,0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,1455,6383,0
6304,0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,0,854,1999,1
6305,0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,1188,4054,1
6306,1,0,0,0,71,1,2,1,2,2,2,2,2,2,1,1,0,1563,6496,0
6307,0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,27,1797,0
6308,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,722,627,0
6309,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,104,3621,0
6310,0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,294,4222,0
6311,0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,1284,5560,0
6312,1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,1383,5675,1
6313,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,1205,836,1
6314,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,3,784,1379,0
6315,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,717,4496,0
6316,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,3,97,3291,0
6317,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,883,380,1
6318,1,0,0,1,12,1,0,2,1,1,1,1,1,1,0,0,1,50,959,0
6319,1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,91,3012,0
6320,0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,618,3698,0
6321,0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,0,22,1889,1
6322,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,880,1150,1
6323,0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,1394,5071,0
6324,0,0,1,1,9,1,0,1,0,0,0,2,0,0,0,1,2,824,1873,0
6325,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,1130,3294,1
6326,0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,277,4208,0
6327,1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,1118,4046,0
6328,0,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,1088,5980,0
6329,0,0,0,0,46,1,0,1,0,2,2,2,2,2,2,1,0,1363,5349,0
6330,0,0,1,0,23,1,2,1,0,0,2,0,0,2,0,0,3,1096,3748,0
6331,1,0,1,1,47,0,1,0,2,0,2,2,0,0,1,0,2,248,3525,0
6332,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,0,1380,6255,0
6333,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,1395,6014,1
6334,0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,1355,6214,0
6335,0,0,0,0,14,1,0,0,0,0,0,2,2,2,0,1,2,708,2342,0
6336,1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,793,4906,0
6337,0,0,1,1,55,1,2,1,2,0,0,0,2,2,1,0,3,1299,5583,0
6338,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,34,27,0
6339,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,374,188,1
6340,1,0,0,0,23,1,2,1,0,0,2,2,2,0,0,1,1,1225,3774,0
6341,0,0,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,1288,3002,1
6342,1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,1357,5459,0
6343,1,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,31,2019,0
6344,0,1,1,0,38,1,2,1,0,0,0,0,0,0,0,1,0,806,4273,1
6345,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,1,1,490,571,0
6346,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,361,179,1
6347,1,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,0,687,2630,0
6348,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,1,1,696,3547,0
6349,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,1,23,2020,0
6350,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,1,3,30,351,0
6351,1,0,1,1,50,1,2,1,0,2,0,2,2,2,0,0,2,1349,5439,1
6352,1,0,1,0,42,1,2,1,2,0,2,0,0,2,0,1,2,1176,4899,0
6353,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,458,1740,0
6354,0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,1162,5772,0
6355,0,0,0,0,68,1,2,1,2,2,0,2,2,2,2,0,1,1474,6280,0
6356,1,0,0,0,10,1,0,1,2,0,2,0,2,2,1,1,2,1260,2565,0
6357,1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,1088,5736,1
6358,0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,909,5781,0
6359,1,0,1,1,55,1,0,1,0,2,0,2,0,0,0,0,2,888,5021,0
6360,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,35,28,1
6361,0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,591,1427,0
6362,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,805,618,0
6363,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,2,804,1985,0
6364,1,0,0,1,27,1,2,2,1,1,1,1,1,1,2,1,1,109,2118,0
6365,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,1318,1973,1
6366,0,0,1,0,64,1,0,0,0,2,2,2,0,2,2,1,3,681,5090,0
6367,1,0,0,0,70,0,1,0,2,0,2,2,0,2,2,0,0,345,4602,0
6368,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1168,788,1
6369,1,1,0,0,67,1,0,1,2,2,0,2,2,2,2,1,2,1376,6254,0
